frame	time_s	dir	data
32762	66.577733	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
32766	66.580552	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0013a0317000601d8f5003e3a0000224080da02
32788	66.640135	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
32792	66.643558	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0012b0107000601d8f5003e3a0000220080da02
32858	66.703312	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
32862	66.706554	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001370225000601d8f5003e3a0000224080da02
32883	66.766028	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
32888	66.769552	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001370225000601d8f5003e3a0000224080da02
32929	66.825618	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
32933	66.828553	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001cc0109000601d8f5003e3a0000220080da02
32959	66.891331	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
32964	66.894552	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001b30006000601d8f5003e3a0000224080da02
33004	66.953923	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33010	66.957554	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001b30006000601d8f5003e3a0000224080da02
33031	67.016230	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33036	67.019554	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001020216000601d8f5003e3a0000220080da02
33081	67.079267	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33089	67.082557	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001020216000601d8f5003e3a0000220080da02
33126	67.142610	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33132	67.145554	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001110325000601d8f5003e3a0000224080da02
33180	67.205279	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33182	67.208555	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001d5021e000601d8f5003e3a0000220080da02
33203	67.265419	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33206	67.268557	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001d5021e000601d8f5003e3a0000220080da02
33248	67.329475	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33252	67.332558	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001600112000601d8f5003e3a0000224080da02
33273	67.391140	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33278	67.394559	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001b2021c000601d8f5003e3a0000220080da02
33336	67.454233	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33342	67.457558	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001b2021c000601d8f5003e3a0000220080da02
33380	67.516244	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33387	67.519558	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001980115000601d8f5003e3a0000224080da02
33446	67.578266	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33450	67.581558	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001980115000601d8f5003e3a0000224080da02
33479	67.641221	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33484	67.644558	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001b50449000601d8f5003e3a0000220080da02
33550	67.704471	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33554	67.707563	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001930113000601d8f5003e3a0000224080da02
33575	67.765278	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33580	67.768561	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001930113000601d8f5003e3a0000224080da02
33622	67.826141	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33626	67.829560	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001510109000601d8f5003e3a0000220080da02
33657	67.889558	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33662	67.892564	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001cc0006000601d8f5003e3a0000224080da02
33704	67.953392	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33710	67.956564	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001cc0006000601d8f5003e3a0000224080da02
33729	68.015384	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33734	68.018566	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001840337000601d8f5003e3a0000220080da02
33774	68.077029	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33778	68.080562	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001840337000601d8f5003e3a0000220080da02
33828	68.140549	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33832	68.143563	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001a40313000601d8f5003e3a000022c080da02
33875	68.202665	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33887	68.205564	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0019e0332000601d8f5003e3a0000220080da02
33909	68.263683	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33914	68.266572	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0019e0332000601d8f5003e3a0000220080da02
33958	68.329456	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33960	68.332565	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0018c0328000601d8f5003e3a0000224080da02
33985	68.391193	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
33990	68.394572	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0014b031f000601d8f5003e3a0000220080da02
34030	68.452378	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
34036	68.455841	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0014b031f000601d8f5003e3a0000220080da02
34058	68.515346	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
34062	68.518568	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e00130020e000601d8f5003e3a0000224080da02
34108	68.577645	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
34112	68.580568	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e00130020e000601d8f5003e3a0000224080da02
35588	70.966475	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
35591	70.969592	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0013b0107000601d8f5003e3a0000224080da02
35614	71.028994	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
35618	71.032590	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0016b0328000601d8f5003e3a0000220080da02
35658	71.092650	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
35663	71.095593	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0018a0211000601d8f5003e3a0000224080da02
35710	71.156267	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
35714	71.159592	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0018a0211000601d8f5003e3a0000224080da02
35754	71.218909	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
35757	71.221593	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001ff0116000601d8f5003e3a0000220080da02
35783	71.281732	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
35785	71.284593	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001ff0116000601d8f5003e3a0000220080da02
35832	71.344867	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
35835	71.347596	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0013b0107000601d8f5003e3a0000224080da02
35858	71.406796	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
35860	71.409596	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e00126010f000601d8f5003e3a0000220080da02
35902	71.469225	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
35905	71.472596	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e00126010f000601d8f5003e3a0000220080da02
35928	71.530731	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
35930	71.533596	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001420320000601d8f5003e3a0000224080da02
35972	71.594135	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
35977	71.597599	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001fb011f000601d8f5003e3a0000220080da02
36006	71.655532	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36008	71.658600	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001fb011f000601d8f5003e3a0000220080da02
36074	71.718157	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36077	71.721596	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0011f0222000601d8f5003e3a0000224080da02
36100	71.781612	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36102	71.784598	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0011f0222000601d8f5003e3a0000224080da02
36144	71.842754	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36148	71.845597	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0013d0337000601d8f5003e3a0000220080da02
36172	71.905024	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36176	71.908600	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e00175021b000601d8f5003e3a0000224080da02
36219	71.967249	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36222	71.970606	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e00175021b000601d8f5003e3a0000224080da02
36248	72.029877	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36250	72.032602	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001c6010d000601d8f5003e3a0000220080da02
36292	72.091623	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36294	72.094601	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001c6010d000601d8f5003e3a0000220080da02
36344	72.155413	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36348	72.158677	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e00176032d000601d8f5003e3a0000224080da02
36388	72.217323	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36391	72.220602	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e00165042b000601d8f5003e3a0000220080da02
36414	72.280340	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36418	72.283602	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e00165042b000601d8f5003e3a0000220080da02
36480	72.341889	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36482	72.344602	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001ce0223000601d8f5003e3a0000224080da02
36522	72.404519	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36528	72.407605	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e00167010c000601d8f5003e3a0000220080da02
36580	72.466331	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36584	72.469604	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e00167010c000601d8f5003e3a0000220080da02
36618	72.529141	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36620	72.532608	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001fe0116000601d8f5003e3a0000224080da02
36666	72.591265	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36668	72.594607	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001fe0116000601d8f5003e3a0000224080da02
36715	72.655476	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36719	72.658642	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001160106000601d8f5003e3a0000220080da02
36794	72.718414	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36797	72.721606	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001f00007000601d8f5003e3a0000224080da02
36822	72.780063	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36828	72.783607	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001f00007000601d8f5003e3a0000224080da02
36876	72.842591	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36881	72.845608	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001c70005000601d8f5003e3a0000220080da02
36902	72.904179	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
36908	72.907677	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001b50222000601d8f5003e3a0000224080da02
38187	74.868272	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38189	74.871630	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0016e0115000601d8f5003e3a0000220080da02
38220	74.921604	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38222	74.924631	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e00189021a000601d8f5003e3a0000224080da02
38257	74.994605	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38261	74.997631	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e00189021a000601d8f5003e3a0000224080da02
38301	75.056842	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38305	75.059627	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0014c0112000601d8f5003e3a0000220080da02
38335	75.119414	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38337	75.122631	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0012d0213000601d8f5003e3a0000224080da02
38398	75.181423	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38402	75.184629	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0012d0213000601d8f5003e3a0000224080da02
38431	75.244944	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38433	75.247631	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001e90123000601d8f5003e3a0000220080da02
38470	75.308779	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38474	75.311632	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001e90123000601d8f5003e3a0000220080da02
38501	75.365906	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38503	75.368631	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e00105054f000601d8f5003e3a0000224080da02
38546	75.433178	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38552	75.436631	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0013a011e000601d8f5003e3a0000220080da02
38579	75.496040	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38581	75.499633	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0013a011e000601d8f5003e3a0000220080da02
38618	75.558395	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38622	75.561632	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0016d010c000601d8f5003e3a0000224080da02
38649	75.622034	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38653	75.625632	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001b70005000601d8f5003e3a0000220080da02
38690	75.685574	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38694	75.688634	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001b70005000601d8f5003e3a0000220080da02
38751	75.748752	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38753	75.751634	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001ca032f000601d8f5003e3a0000224080da02
38790	75.812406	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38796	75.815636	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0018d0343000601d8f5003e3a0000220080da02
38823	75.875498	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38825	75.878636	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0018d0343000601d8f5003e3a0000220080da02
38862	75.938176	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38866	75.941637	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0010f0432000601d8f5003e3a0000224080da02
38893	76.002252	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38897	76.005647	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0010f0432000601d8f5003e3a0000224080da02
38935	76.062917	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38939	76.065641	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0014e020e000601d8f5003e3a0000220080da02
38989	76.128805	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
38991	76.131640	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001570316000601d8f5003e3a0000224080da02
39066	76.190225	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
39070	76.193637	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001570316000601d8f5003e3a0000224080da02
39113	76.253145	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
39119	76.256784	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001050223000601d8f5003e3a0000220080da02
39172	76.316143	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
39176	76.319640	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e00189032f000601d8f5003e3a0000224080da02
39219	76.379867	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
39221	76.382640	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e00189032f000601d8f5003e3a0000224080da02
39278	76.442264	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
39286	76.445640	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001470116000601d8f5003e3a0000220080da02
39311	76.504190	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
39315	76.507643	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001470116000601d8f5003e3a0000220080da02
39362	76.567628	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
39368	76.570647	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001860333000601d8f5003e3a0000224080da02
39409	76.629307	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
39413	76.632642	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0017f0212000601d8f5003e3a0000220080da02
39462	76.692086	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
39468	76.695643	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e0017f0212000601d8f5003e3a0000220080da02
39535	76.755500	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
39539	76.758644	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001e6010d000601d8f5003e3a0000224080da02
39578	76.817424	OUT	050101d8f50000000f09000200000000000000000060f000ffff000000000000000000f601000000000000000000000000000000000000000000000000000000
39582	76.820644	IN 	050001d8f50000000f09000200000000000000000060f000ffffff0000000000000000f60100000000000000e001230311000601d8f5003e3a0000220080da02
